Blocks: '[0:82:1996:5:1, -1:82:1997:5:1, 0:82:1997:5:1, 1:82:1997:5:1, -2:82:1998:5:1,
  62:139:2003:95:1, 63:139:2003:95:1, 64:139:2003:95:4, 65:139:2003:95:1, -65:139:2004:95:4,
  -64:139:2004:95:4, -63:139:2004:95:1, -62:139:2004:95:1, -61:139:2004:95:4, 62:139:2004:95:4,
  63:139:2004:95:4, 64:139:2004:95:1, 65:139:2004:95:1, -65:139:2005:95:4, -64:139:2005:95:4,
  -63:139:2005:95:4, -62:139:2005:95:4, 62:139:2005:95:4, 63:139:2005:95:1, 64:139:2005:95:1,
  65:139:2005:95:1, -65:139:2006:95:4, -64:139:2006:95:4, -63:139:2006:95:4, -62:139:2006:95:1,
  62:139:2006:95:4, 63:139:2006:95:1, 64:139:2006:95:1, 65:139:2006:95:4, -65:139:2007:95:4,
  -64:139:2007:95:4, -63:139:2007:95:4, -62:139:2007:95:4, 63:139:2007:95:1, 64:139:2007:95:1,
  65:139:2007:95:4, 0:139:2051:95:4, 0:139:2052:95:4, -1:139:2053:95:4, 0:139:2053:95:4,
  1:139:2053:95:4, -1:139:2054:95:4, 0:139:2054:95:4, 1:139:2054:95:4, -1:139:2055:95:4,
  0:139:2055:95:4, 1:139:2055:95:4, -1:139:2056:95:4, 0:139:2056:95:4, 1:139:2056:95:4,
  -2:139:2057:95:4, -1:139:2057:95:4, 0:139:2057:95:4, 1:139:2057:95:4, 2:139:2057:95:4,
  -2:139:2058:95:4, -1:139:2058:95:4, 0:139:2058:95:4, 1:139:2058:95:4, 2:139:2058:95:4,
  -2:139:2059:95:4, -1:139:2059:95:4, 0:139:2059:95:4, 1:139:2059:95:4, 2:139:2059:95:4,
  -3:139:2060:95:1, -2:139:2060:95:1, -1:139:2060:95:4, 0:139:2060:95:4, 1:139:2060:95:4,
  2:139:2060:95:4, 3:139:2060:95:1, -3:139:2061:95:4, -2:139:2061:95:1, -1:139:2061:95:4,
  0:139:2061:95:4, 1:139:2061:95:4, 2:139:2061:95:4, 3:139:2061:95:1, 4:139:2061:95:4,
  -6:139:2062:95:4, -5:139:2062:95:4, -4:139:2062:95:4, -3:139:2062:95:1, -2:139:2062:95:4,
  -1:139:2062:95:4, 0:139:2062:95:4, 1:139:2062:95:4, 2:139:2062:95:4, 3:139:2062:95:1,
  4:139:2062:95:1, 5:139:2062:95:4, 6:139:2062:95:1, 7:139:2062:95:4, -7:139:2063:95:1,
  -6:139:2063:95:1, -5:139:2063:95:1, -4:139:2063:95:4, -3:139:2063:95:1, -2:139:2063:95:4,
  -1:139:2063:95:4, 0:139:2063:95:4, 1:139:2063:95:4, 2:139:2063:95:4, 3:139:2063:95:1,
  4:139:2063:95:1, 5:139:2063:95:4, 6:139:2063:95:4, 7:139:2063:95:4, -7:139:2064:95:1,
  -6:139:2064:95:1, -5:139:2064:95:1, -4:139:2064:95:1, -3:139:2064:95:4, -2:139:2064:95:1,
  -1:139:2064:95:4, 0:139:2064:95:4, 1:139:2064:95:4, 2:139:2064:95:4, 3:139:2064:95:4,
  4:139:2064:95:4, 5:139:2064:95:4, 6:139:2064:95:4, 7:139:2064:95:4, -7:139:2065:95:4,
  -6:139:2065:95:4, -5:139:2065:95:1, -4:139:2065:95:1, -3:139:2065:95:1, 0:139:2065:95:4,
  1:139:2065:95:4, 2:139:2065:95:4, 3:139:2065:95:4, 4:139:2065:95:4, 5:139:2065:95:4,
  6:139:2065:95:4, 7:139:2065:95:4, -1:139:2066:95:4, 0:139:2066:95:4, 1:139:2066:95:1,
  2:139:2066:95:1, 3:139:2066:95:1, -1:139:2067:95:4, 0:139:2067:95:4, 1:139:2067:160:1,
  2:139:2067:160:4, 3:139:2067:95:1, 0:139:2068:160:1, 1:139:2068:160:4, 2:139:2068:160:1,
  1:139:2069:160:4, -2:140:1932:160:1, -1:140:1932:160:1, 0:140:1932:160:1, -2:140:1933:160:4,
  -1:140:1933:160:1, 0:140:1933:160:4, -3:140:1934:95:4, -2:140:1934:95:4, -1:140:1934:160:1,
  0:140:1934:95:4, 1:140:1934:95:4, -6:140:1935:95:4, -5:140:1935:95:4, -4:140:1935:95:4,
  -3:140:1935:95:1, -2:140:1935:95:4, -1:140:1935:95:4, 0:140:1935:95:4, 3:140:1935:95:4,
  4:140:1935:95:1, 5:140:1935:95:1, 6:140:1935:95:4, -7:140:1936:95:4, -6:140:1936:95:4,
  -5:140:1936:95:4, -4:140:1936:95:4, -3:140:1936:95:4, -1:140:1936:95:4, 0:140:1936:95:4,
  1:140:1936:95:4, 3:140:1936:95:1, 4:140:1936:95:4, 5:140:1936:95:1, 6:140:1936:95:4,
  7:140:1936:95:1, -8:140:1937:95:4, -7:140:1937:95:4, -6:140:1937:95:4, -5:140:1937:95:4,
  -4:140:1937:95:4, -3:140:1937:95:4, -2:140:1937:95:4, -1:140:1937:95:4, 0:140:1937:95:4,
  1:140:1937:95:4, 2:140:1937:95:1, 3:140:1937:95:4, 4:140:1937:95:4, 5:140:1937:95:1,
  6:140:1937:95:1, 7:140:1937:95:4, -8:140:1938:95:4, -7:140:1938:95:1, -6:140:1938:95:4,
  -5:140:1938:95:4, -4:140:1938:95:4, -3:140:1938:95:1, -2:140:1938:95:4, -1:140:1938:95:4,
  0:140:1938:95:4, 1:140:1938:95:4, 2:140:1938:95:1, 3:140:1938:95:1, 4:140:1938:95:4,
  6:140:1938:95:1, -7:140:1939:95:4, -6:140:1939:95:4, -5:140:1939:95:1, -4:140:1939:95:4,
  -3:140:1939:95:1, -2:140:1939:95:4, -1:140:1939:95:4, 0:140:1939:95:4, 1:140:1939:95:4,
  2:140:1939:95:4, 3:140:1939:95:1, 4:140:1939:95:4, -4:140:1940:95:4, -3:140:1940:95:1,
  -2:140:1940:95:4, -1:140:1940:95:4, 0:140:1940:95:4, 1:140:1940:95:4, 2:140:1940:95:4,
  3:140:1940:95:1, 4:140:1940:95:4, -2:140:1941:95:4, -1:140:1941:95:4, 0:140:1941:95:4,
  1:140:1941:95:4, 2:140:1941:95:4, -1:140:1942:95:4, 0:140:1942:95:4, 1:140:1942:95:4,
  -2:140:1943:95:4, -1:140:1943:95:4, 0:140:1943:95:4, 1:140:1943:95:4, -1:140:1944:95:4,
  0:140:1944:95:4, 1:140:1944:95:4, -1:140:1945:95:4, 0:140:1945:95:4, -1:140:1946:95:4,
  0:140:1946:95:4, 1:140:1946:95:4, 0:140:1947:95:4, 0:140:1948:95:4, 62:140:1992:95:4,
  63:140:1992:95:4, -64:140:1993:95:1, -63:140:1993:95:4, 61:140:1993:95:4, 62:140:1993:95:1,
  63:140:1993:95:4, 64:140:1993:95:4, -65:140:1994:95:4, -64:140:1994:95:4, -63:140:1994:95:1,
  -62:140:1994:95:1, 61:140:1994:95:4, 62:140:1994:95:4, 63:140:1994:95:4, 64:140:1994:95:4,
  65:140:1994:95:4, -65:140:1995:95:1, -64:140:1995:95:1, -63:140:1995:95:1, 61:140:1995:95:1,
  62:140:1995:95:4, 63:140:1995:95:4, 64:140:1995:95:4, 65:140:1995:95:4, -65:140:1996:95:1,
  -64:140:1996:95:4, -63:140:1996:95:4, -62:140:1996:95:4, -61:140:1996:95:4, -60:140:1996:95:4,
  60:140:1996:95:4, 61:140:1996:95:4, 62:140:1996:95:4, 63:140:1996:95:4, 64:140:1996:95:4,
  65:140:1996:95:4, -65:140:1997:95:4, -64:140:1997:95:1, -63:140:1997:95:4, -62:140:1997:95:1,
  -61:140:1997:95:1, -60:140:1997:95:1, 60:140:1997:95:1, 61:140:1997:95:1, 62:140:1997:95:1,
  63:140:1997:95:4, 64:140:1997:95:4, 65:140:1997:95:1, 66:140:1997:95:4, -63:140:1998:95:1,
  -62:140:1998:95:1, -61:140:1998:95:4, -60:140:1998:95:4, -59:140:1998:95:4, 57:140:1998:95:4,
  59:140:1998:95:4, 60:140:1998:95:4, 61:140:1998:95:4, 62:140:1998:95:4, 63:140:1998:95:4,
  65:140:1998:95:4, 66:140:1998:95:4, 67:140:1998:160:4, 68:140:1998:160:1, -66:140:1999:95:4,
  -64:140:1999:95:4, -63:140:1999:95:4, -62:140:1999:95:4, -61:140:1999:95:4, -60:140:1999:95:4,
  -59:140:1999:95:4, -58:140:1999:95:4, -57:140:1999:95:4, -56:140:1999:95:4, -54:140:1999:95:4,
  54:140:1999:95:4, 55:140:1999:95:4, 56:140:1999:95:4, 57:140:1999:95:4, 58:140:1999:95:4,
  59:140:1999:95:4, 60:140:1999:95:4, 61:140:1999:95:4, 62:140:1999:95:4, 63:140:1999:95:4,
  64:140:1999:95:4, 65:140:1999:95:4, 66:140:1999:160:1, 67:140:1999:160:1, 68:140:1999:160:1,
  -68:140:2000:160:1, -67:140:2000:160:4, -66:140:2000:95:4, -65:140:2000:95:4, -64:140:2000:95:4,
  -63:140:2000:95:4, -62:140:2000:95:4, -61:140:2000:95:4, -60:140:2000:95:4, -59:140:2000:95:4,
  -58:140:2000:95:4, -57:140:2000:95:4, -56:140:2000:95:4, -55:140:2000:95:4, -54:140:2000:95:4,
  -53:140:2000:95:4, -52:140:2000:95:4, 52:140:2000:95:4, 53:140:2000:95:4, 54:140:2000:95:4,
  55:140:2000:95:4, 56:140:2000:95:4, 57:140:2000:95:4, 58:140:2000:95:4, 59:140:2000:95:4,
  60:140:2000:95:4, 61:140:2000:95:4, 62:140:2000:95:4, 63:140:2000:95:4, 64:140:2000:95:4,
  65:140:2000:95:4, 66:140:2000:95:4, 67:140:2000:160:4, 68:140:2000:160:1, -68:140:2001:160:1,
  -67:140:2001:160:1, -66:140:2001:160:1, -65:140:2001:95:4, -64:140:2001:95:4, -63:140:2001:95:4,
  -62:140:2001:95:4, -61:140:2001:95:4, -60:140:2001:95:4, -59:140:2001:95:4, -58:140:2001:95:4,
  -57:140:2001:95:4, -56:140:2001:95:4, -55:140:2001:95:4, -54:140:2001:95:4, 54:140:2001:95:4,
  56:140:2001:95:4, 57:140:2001:95:4, 58:140:2001:95:4, 59:140:2001:95:4, 60:140:2001:95:4,
  61:140:2001:95:4, 62:140:2001:95:4, 63:140:2001:95:4, 64:140:2001:95:4, 66:140:2001:95:4,
  -68:140:2002:160:1, -67:140:2002:160:4, -66:140:2002:95:4, -65:140:2002:95:4, -63:140:2002:95:4,
  -62:140:2002:95:4, -61:140:2002:95:4, -60:140:2002:95:4, -59:140:2002:95:4, -57:140:2002:95:4,
  59:140:2002:95:4, 60:140:2002:95:4, 61:140:2002:95:4, 62:140:2002:95:1, 63:140:2002:95:1,
  -66:140:2003:95:4, -65:140:2003:95:1, -64:140:2003:95:4, -63:140:2003:95:4, -62:140:2003:95:1,
  -61:140:2003:95:1, -60:140:2003:95:1, 60:140:2003:95:1, 61:140:2003:95:1, 62:140:2003:95:1,
  63:140:2003:95:4, 64:140:2003:95:1, 65:140:2003:95:4, -65:140:2004:95:4, -64:140:2004:95:4,
  -63:140:2004:95:4, -62:140:2004:95:4, -61:140:2004:95:4, -60:140:2004:95:4, 60:140:2004:95:4,
  61:140:2004:95:4, 62:140:2004:95:4, 63:140:2004:95:4, 64:140:2004:95:4, 65:140:2004:95:1,
  -65:140:2005:95:4, -64:140:2005:95:4, -63:140:2005:95:4, -62:140:2005:95:4, -61:140:2005:95:1,
  63:140:2005:95:1, 64:140:2005:95:1, 65:140:2005:95:1, -65:140:2006:95:4, -64:140:2006:95:4,
  -63:140:2006:95:4, -62:140:2006:95:4, -61:140:2006:95:4, 62:140:2006:95:1, 63:140:2006:95:1,
  64:140:2006:95:4, 65:140:2006:95:4, -64:140:2007:95:4, -63:140:2007:95:4, -62:140:2007:95:1,
  -61:140:2007:95:4, 63:140:2007:95:4, 64:140:2007:95:1, -63:140:2008:95:4, -62:140:2008:95:4,
  0:140:2052:95:4, 0:140:2053:95:4, -1:140:2054:95:4, 0:140:2054:95:4, 1:140:2054:95:4,
  0:140:2055:95:4, 1:140:2055:95:4, -1:140:2056:95:4, 0:140:2056:95:4, 1:140:2056:95:4,
  -1:140:2057:95:4, 0:140:2057:95:4, 1:140:2057:95:4, 2:140:2057:95:4, -1:140:2058:95:4,
  0:140:2058:95:4, 1:140:2058:95:4, -2:140:2059:95:4, -1:140:2059:95:4, 0:140:2059:95:4,
  1:140:2059:95:4, 2:140:2059:95:4, -4:140:2060:95:4, -3:140:2060:95:1, -2:140:2060:95:4,
  -1:140:2060:95:4, 0:140:2060:95:4, 1:140:2060:95:4, 2:140:2060:95:4, 3:140:2060:95:1,
  4:140:2060:95:4, -4:140:2061:95:4, -3:140:2061:95:1, -2:140:2061:95:4, -1:140:2061:95:4,
  0:140:2061:95:4, 1:140:2061:95:4, 2:140:2061:95:4, 3:140:2061:95:1, 4:140:2061:95:4,
  5:140:2061:95:1, 6:140:2061:95:4, 7:140:2061:95:4, -6:140:2062:95:1, -4:140:2062:95:4,
  -3:140:2062:95:1, -2:140:2062:95:1, -1:140:2062:95:4, 0:140:2062:95:4, 1:140:2062:95:4,
  2:140:2062:95:4, 3:140:2062:95:1, 4:140:2062:95:4, 5:140:2062:95:4, 6:140:2062:95:4,
  7:140:2062:95:1, 8:140:2062:95:4, -7:140:2063:95:4, -6:140:2063:95:1, -5:140:2063:95:1,
  -4:140:2063:95:4, -3:140:2063:95:4, -2:140:2063:95:1, -1:140:2063:95:4, 0:140:2063:95:4,
  1:140:2063:95:4, 2:140:2063:95:4, 3:140:2063:95:4, 4:140:2063:95:4, 5:140:2063:95:4,
  6:140:2063:95:4, 7:140:2063:95:4, 8:140:2063:95:4, -7:140:2064:95:1, -6:140:2064:95:4,
  -5:140:2064:95:1, -4:140:2064:95:4, -3:140:2064:95:1, -1:140:2064:95:4, 0:140:2064:95:4,
  1:140:2064:95:4, 3:140:2064:95:4, 4:140:2064:95:4, 5:140:2064:95:4, 6:140:2064:95:4,
  7:140:2064:95:4, -6:140:2065:95:4, -5:140:2065:95:1, -4:140:2065:95:1, -3:140:2065:95:4,
  0:140:2065:95:4, 1:140:2065:95:4, 2:140:2065:95:4, 3:140:2065:95:1, 4:140:2065:95:4,
  5:140:2065:95:4, 6:140:2065:95:4, -1:140:2066:95:4, 0:140:2066:95:4, 1:140:2066:160:1,
  2:140:2066:95:4, 3:140:2066:95:4, 0:140:2067:160:4, 1:140:2067:160:1, 2:140:2067:160:4,
  0:140:2068:160:1, 1:140:2068:160:1, 2:140:2068:160:1, -2:141:1932:160:1, -1:141:1932:160:1,
  0:141:1932:160:4, -3:141:1933:160:1, -2:141:1933:160:4, -1:141:1933:160:1, 0:141:1933:160:1,
  1:141:1933:160:1, -2:141:1934:160:1, -1:141:1934:160:1, 0:141:1934:160:1, -5:141:1935:95:4,
  -2:141:1935:95:1, -1:141:1935:95:1, 0:141:1935:95:1, 5:141:1935:95:4, -6:141:1936:95:4,
  -5:141:1936:95:4, -4:141:1936:95:4, -3:141:1936:95:1, -2:141:1936:95:1, -1:141:1936:95:4,
  0:141:1936:95:4, 1:141:1936:95:4, 5:141:1936:95:1, 6:141:1936:95:1, -7:141:1937:95:1,
  -6:141:1937:95:4, -5:141:1937:95:4, -4:141:1937:95:4, -3:141:1937:95:4, -2:141:1937:95:4,
  -1:141:1937:95:4, 0:141:1937:95:4, 1:141:1937:95:4, 2:141:1937:95:1, 3:141:1937:95:1,
  5:141:1937:95:1, 6:141:1937:95:4, 7:141:1937:95:1, -8:141:1938:95:1, -7:141:1938:95:4,
  -6:141:1938:95:1, -5:141:1938:95:1, -4:141:1938:95:1, -3:141:1938:95:4, -2:141:1938:95:4,
  -1:141:1938:95:4, 0:141:1938:95:4, 1:141:1938:95:4, 2:141:1938:95:1, 3:141:1938:95:4,
  4:141:1938:95:4, -7:141:1939:95:1, -6:141:1939:95:1, -5:141:1939:95:4, -4:141:1939:95:4,
  -3:141:1939:95:4, -2:141:1939:95:4, -1:141:1939:95:4, 0:141:1939:95:4, 1:141:1939:95:4,
  2:141:1939:95:4, 3:141:1939:95:1, 4:141:1939:95:1, 5:141:1939:95:1, -5:141:1940:95:4,
  -4:141:1940:95:1, -3:141:1940:95:4, -2:141:1940:95:4, -1:141:1940:95:4, 0:141:1940:95:4,
  1:141:1940:95:4, 2:141:1940:95:1, 3:141:1940:95:4, 4:141:1940:95:1, 5:141:1940:95:1,
  -4:141:1941:95:4, 0:141:1941:95:4, 4:141:1941:95:1, 0:141:1942:95:4, -1:141:1943:95:4,
  0:141:1943:95:4, 1:141:1943:95:4, 0:141:1944:95:4, 0:141:1945:95:4, 62:141:1992:95:1,
  -63:141:1993:95:1, 61:141:1993:95:1, 62:141:1993:95:4, 63:141:1993:95:1, -64:141:1994:95:1,
  -63:141:1994:95:4, 61:141:1994:95:1, 62:141:1994:95:1, 63:141:1994:95:4, 64:141:1994:95:4,
  -65:141:1995:95:4, -64:141:1995:95:1, -63:141:1995:95:1, -61:141:1995:95:1, -60:141:1995:95:1,
  60:141:1995:95:4, 61:141:1995:95:4, 62:141:1995:95:1, 63:141:1995:95:4, 64:141:1995:95:4,
  65:141:1995:95:4, -62:141:1996:95:4, -61:141:1996:95:1, -60:141:1996:95:1, -59:141:1996:95:1,
  59:141:1996:95:4, 60:141:1996:95:1, 61:141:1996:95:4, 62:141:1996:95:1, 63:141:1996:95:4,
  64:141:1996:95:4, -63:141:1997:95:1, -62:141:1997:95:4, -61:141:1997:95:1, -60:141:1997:95:4,
  60:141:1997:95:4, 61:141:1997:95:4, 62:141:1997:95:4, 63:141:1997:95:4, 64:141:1997:95:1,
  67:141:1997:160:1, -63:141:1998:95:1, -62:141:1998:95:1, -61:141:1998:95:4, -60:141:1998:95:1,
  60:141:1998:95:4, 61:141:1998:95:4, 62:141:1998:95:4, 63:141:1998:95:4, 64:141:1998:95:1,
  65:141:1998:95:1, 66:141:1998:160:1, 67:141:1998:160:4, 68:141:1998:160:1, -67:141:1999:160:1,
  -64:141:1999:95:4, -63:141:1999:95:4, -62:141:1999:95:4, -61:141:1999:95:4, -60:141:1999:95:4,
  -57:141:1999:95:4, 57:141:1999:95:4, 60:141:1999:95:4, 61:141:1999:95:4, 62:141:1999:95:4,
  63:141:1999:95:4, 64:141:1999:95:4, 65:141:1999:95:1, 66:141:1999:160:1, 67:141:1999:160:1,
  68:141:1999:160:1, -68:141:2000:160:4, -67:141:2000:160:1, -66:141:2000:160:1, -65:141:2000:95:1,
  -64:141:2000:95:4, -63:141:2000:95:4, -62:141:2000:95:4, -61:141:2000:95:4, -60:141:2000:95:4,
  -59:141:2000:95:4, -58:141:2000:95:4, -57:141:2000:95:4, -56:141:2000:95:4, -55:141:2000:95:4,
  55:141:2000:95:4, 56:141:2000:95:4, 57:141:2000:95:4, 58:141:2000:95:4, 59:141:2000:95:4,
  60:141:2000:95:4, 61:141:2000:95:4, 62:141:2000:95:4, 63:141:2000:95:4, 64:141:2000:95:4,
  65:141:2000:95:1, 66:141:2000:160:1, 67:141:2000:160:1, 68:141:2000:160:4, -68:141:2001:160:1,
  -67:141:2001:160:1, -66:141:2001:160:1, -65:141:2001:95:1, -64:141:2001:95:4, -63:141:2001:95:4,
  -62:141:2001:95:4, -61:141:2001:95:4, -60:141:2001:95:4, -57:141:2001:95:4, 57:141:2001:95:4,
  60:141:2001:95:4, 61:141:2001:95:4, 62:141:2001:95:4, 63:141:2001:95:4, 64:141:2001:95:4,
  67:141:2001:160:1, -68:141:2002:160:1, -67:141:2002:160:4, -66:141:2002:160:1, -65:141:2002:95:1,
  -64:141:2002:95:1, -63:141:2002:95:4, -62:141:2002:95:4, -61:141:2002:95:4, -60:141:2002:95:4,
  60:141:2002:95:1, 61:141:2002:95:4, 62:141:2002:95:1, 63:141:2002:95:1, -67:141:2003:160:1,
  -64:141:2003:95:1, -63:141:2003:95:4, -62:141:2003:95:4, -61:141:2003:95:4, -60:141:2003:95:4,
  60:141:2003:95:4, 61:141:2003:95:1, 62:141:2003:95:4, 63:141:2003:95:1, -64:141:2004:95:4,
  -63:141:2004:95:4, -62:141:2004:95:1, -61:141:2004:95:4, -60:141:2004:95:1, -59:141:2004:95:4,
  59:141:2004:95:1, 60:141:2004:95:1, 61:141:2004:95:1, 62:141:2004:95:4, -65:141:2005:95:4,
  -64:141:2005:95:4, -63:141:2005:95:4, -62:141:2005:95:1, -61:141:2005:95:4, -60:141:2005:95:4,
  60:141:2005:95:1, 61:141:2005:95:1, 63:141:2005:95:1, 64:141:2005:95:1, 65:141:2005:95:4,
  -64:141:2006:95:4, -63:141:2006:95:4, -62:141:2006:95:1, -61:141:2006:95:1, 63:141:2006:95:4,
  64:141:2006:95:1, -63:141:2007:95:1, -62:141:2007:95:4, -61:141:2007:95:1, 63:141:2007:95:1,
  -62:141:2008:95:1, 0:141:2055:95:4, 0:141:2056:95:4, -1:141:2057:95:4, 0:141:2057:95:4,
  1:141:2057:95:4, 0:141:2058:95:4, -4:141:2059:95:1, 0:141:2059:95:4, 4:141:2059:95:4,
  -5:141:2060:95:1, -4:141:2060:95:1, -3:141:2060:95:4, -2:141:2060:95:1, -1:141:2060:95:4,
  0:141:2060:95:4, 1:141:2060:95:4, 2:141:2060:95:4, 3:141:2060:95:4, 4:141:2060:95:1,
  5:141:2060:95:4, -5:141:2061:95:1, -4:141:2061:95:1, -3:141:2061:95:1, -2:141:2061:95:4,
  -1:141:2061:95:4, 0:141:2061:95:4, 1:141:2061:95:4, 2:141:2061:95:4, 3:141:2061:95:4,
  4:141:2061:95:4, 5:141:2061:95:4, 6:141:2061:95:1, 7:141:2061:95:1, -4:141:2062:95:4,
  -3:141:2062:95:4, -2:141:2062:95:1, -1:141:2062:95:4, 0:141:2062:95:4, 1:141:2062:95:4,
  2:141:2062:95:4, 3:141:2062:95:4, 4:141:2062:95:1, 5:141:2062:95:1, 6:141:2062:95:1,
  7:141:2062:95:4, 8:141:2062:95:1, -7:141:2063:95:1, -6:141:2063:95:4, -5:141:2063:95:1,
  -3:141:2063:95:1, -2:141:2063:95:1, -1:141:2063:95:4, 0:141:2063:95:4, 1:141:2063:95:4,
  2:141:2063:95:4, 3:141:2063:95:4, 4:141:2063:95:4, 5:141:2063:95:4, 6:141:2063:95:4,
  7:141:2063:95:1, -6:141:2064:95:1, -5:141:2064:95:1, -1:141:2064:95:4, 0:141:2064:95:4,
  1:141:2064:95:4, 2:141:2064:95:1, 3:141:2064:95:1, 4:141:2064:95:4, 5:141:2064:95:4,
  6:141:2064:95:4, -5:141:2065:95:4, 0:141:2065:95:1, 1:141:2065:95:1, 2:141:2065:95:1,
  5:141:2065:95:4, 0:141:2066:160:1, 1:141:2066:160:1, 2:141:2066:160:1, -1:141:2067:160:1,
  0:141:2067:160:1, 1:141:2067:160:1, 2:141:2067:160:4, 3:141:2067:160:1, 0:141:2068:160:4,
  1:141:2068:160:1, 2:141:2068:160:1, -2:142:1932:160:1, -1:142:1932:160:1, 0:142:1932:160:4,
  -2:142:1933:160:1, -1:142:1933:160:4, 0:142:1933:95:1, -3:142:1934:95:1, -2:142:1934:160:4,
  -1:142:1934:160:1, 0:142:1934:95:1, 1:142:1934:95:4, -2:142:1935:95:1, -1:142:1935:95:4,
  0:142:1935:95:4, -3:142:1936:95:1, -2:142:1936:95:4, -1:142:1936:95:1, 0:142:1936:95:4,
  1:142:1936:95:4, -6:142:1937:95:4, -4:142:1937:95:4, -3:142:1937:95:4, -2:142:1937:95:4,
  -1:142:1937:95:4, 0:142:1937:95:4, 1:142:1937:95:4, 3:142:1937:95:4, -7:142:1938:95:1,
  -6:142:1938:95:1, -5:142:1938:95:1, -4:142:1938:95:4, -3:142:1938:95:4, -2:142:1938:95:4,
  -1:142:1938:95:4, 0:142:1938:95:4, 1:142:1938:95:4, 2:142:1938:95:4, 3:142:1938:95:1,
  4:142:1938:95:1, -5:142:1939:95:4, -4:142:1939:95:1, -3:142:1939:95:1, -2:142:1939:95:4,
  -1:142:1939:95:4, 0:142:1939:95:4, 1:142:1939:95:4, 2:142:1939:95:4, 3:142:1939:95:4,
  4:142:1939:95:4, 5:142:1939:95:1, -6:142:1940:95:4, -5:142:1940:95:4, -4:142:1940:95:4,
  -3:142:1940:95:1, -2:142:1940:95:4, -1:142:1940:95:4, 0:142:1940:95:4, 1:142:1940:95:4,
  2:142:1940:95:4, 3:142:1940:95:1, 4:142:1940:95:1, 5:142:1940:95:1, 6:142:1940:95:4,
  -5:142:1941:95:1, -4:142:1941:95:4, -3:142:1941:95:1, 0:142:1941:95:4, 1:142:1941:95:4,
  3:142:1941:95:4, 4:142:1941:95:4, 5:142:1941:95:4, 0:142:1943:95:4, 62:142:1993:95:1,
  -60:142:1994:95:4, 60:142:1994:95:4, 62:142:1994:95:1, 63:142:1994:95:4, -61:142:1995:95:1,
  -60:142:1995:95:1, -59:142:1995:95:4, 59:142:1995:95:1, 60:142:1995:95:4, 61:142:1995:95:4,
  62:142:1995:95:1, -62:142:1996:95:1, -61:142:1996:95:4, -60:142:1996:95:1, -59:142:1996:95:4,
  59:142:1996:95:4, 60:142:1996:95:4, 61:142:1996:95:1, 62:142:1996:95:4, 63:142:1996:95:4,
  -63:142:1997:95:4, -62:142:1997:95:1, -61:142:1997:95:4, -60:142:1997:95:1, -59:142:1997:95:4,
  59:142:1997:95:1, 60:142:1997:95:1, 61:142:1997:95:1, 62:142:1997:95:4, 63:142:1997:95:4,
  64:142:1997:95:1, 66:142:1997:95:1, -62:142:1998:95:4, -61:142:1998:95:4, -60:142:1998:95:4,
  60:142:1998:95:4, 61:142:1998:95:4, 62:142:1998:95:4, 63:142:1998:95:4, 64:142:1998:95:4,
  65:142:1998:95:1, 66:142:1998:160:4, 67:142:1998:160:1, 68:142:1998:160:1, -66:142:1999:95:4,
  -64:142:1999:95:4, -63:142:1999:95:4, -62:142:1999:95:4, -61:142:1999:95:4, -60:142:1999:95:4,
  -59:142:1999:95:4, 60:142:1999:95:4, 61:142:1999:95:4, 62:142:1999:95:4, 63:142:1999:95:4,
  64:142:1999:95:1, 65:142:1999:95:4, 66:142:1999:160:1, 67:142:1999:160:4, 68:142:1999:160:1,
  -68:142:2000:160:4, -67:142:2000:95:1, -66:142:2000:95:1, -65:142:2000:95:4, -64:142:2000:95:4,
  -63:142:2000:95:4, -62:142:2000:95:4, -61:142:2000:95:4, -60:142:2000:95:4, -59:142:2000:95:4,
  -57:142:2000:95:4, 57:142:2000:95:4, 59:142:2000:95:4, 60:142:2000:95:4, 61:142:2000:95:4,
  62:142:2000:95:4, 63:142:2000:95:4, 64:142:2000:95:4, 65:142:2000:95:4, 66:142:2000:95:1,
  67:142:2000:95:1, 68:142:2000:160:4, -68:142:2001:160:1, -67:142:2001:160:4, -66:142:2001:160:1,
  -65:142:2001:95:4, -64:142:2001:95:1, -63:142:2001:95:4, -62:142:2001:95:4, -61:142:2001:95:4,
  -60:142:2001:95:4, 59:142:2001:95:4, 60:142:2001:95:4, 61:142:2001:95:4, 62:142:2001:95:4,
  63:142:2001:95:4, 64:142:2001:95:4, 66:142:2001:95:4, -68:142:2002:160:1, -67:142:2002:160:1,
  -66:142:2002:160:4, -65:142:2002:95:1, -64:142:2002:95:4, -63:142:2002:95:4, -62:142:2002:95:4,
  -61:142:2002:95:4, -60:142:2002:95:4, 60:142:2002:95:4, 61:142:2002:95:4, 62:142:2002:95:4,
  -66:142:2003:95:1, -64:142:2003:95:1, -63:142:2003:95:4, -62:142:2003:95:4, -61:142:2003:95:1,
  -60:142:2003:95:1, -59:142:2003:95:1, 59:142:2003:95:4, 60:142:2003:95:1, 61:142:2003:95:4,
  62:142:2003:95:1, 63:142:2003:95:4, -63:142:2004:95:4, -62:142:2004:95:4, -61:142:2004:95:1,
  -60:142:2004:95:4, -59:142:2004:95:4, 59:142:2004:95:4, 60:142:2004:95:1, 61:142:2004:95:4,
